"flybase_gene_ID" "t0" "t1" "t2" "t4" "t8" "t16" "t24"
"9963" "FBgn0040373" 2443 2333 2099 1986 818 254 496
"9964" "FBgn0040375" 2325 1835 1613 1502 1140 567 898
"9965" "FBgn0040376" 21 19 15 8 9 18 15
"9966" "FBgn0040377" 97 33 46 26 41 32 33
"9967" "FBgn0040382" 3909 3463 3714 3704 1762 786 2232
"9968" "FBgn0040383" 1661 1541 1625 1198 410 320 895
"9969" "FBgn0040384" 1550 1394 1000 1510 748 353 799
"9970" "FBgn0040385" 0 0 0 0 4 0 0
"9971" "FBgn0040388" 1680 922 555 534 485 333 1996
"9972" "FBgn0040389" 3095 3299 2751 2933 1743 1070 1374
"9973" "FBgn0040391" 77 36 16 56 35 0 11
"9974" "FBgn0040392" 250 140 108 115 131 105 40
"9975" "FBgn0040393" 0 0 0 0 0 0 0
"9976" "FBgn0040394" 14226 13445 13109 10871 3906 1326 2860
"9977" "FBgn0040395" 21658 14025 8615 5919 4521 4462 8266
"9978" "FBgn0040396" 2828 2512 2320 2117 1263 995 2736
"9979" "FBgn0040397" 13 14 4 14 8 26 77
"9980" "FBgn0040398" 14918 14756 17433 18728 18196 11344 15919
"9981" "FBgn0040465" 44 56 43 32 32 45 46
"9982" "FBgn0040466" 5813 5141 3726 2632 1032 541 887
"9983" "FBgn0040467" 822 614 364 166 93 106 221
"9984" "FBgn0040475" 20642 17654 15418 9308 4691 2750 4987
"9985" "FBgn0040477" 999 491 227 177 229 219 406
"9986" "FBgn0040487" 1 1 0 0 0 0 0
"9987" "FBgn0040491" 93 73 28 57 49 50 30
"9988" "FBgn0040493" 58527 59535 67728 66933 29925 6852 13245
"9989" "FBgn0040496" 0 0 1 0 1 0 1
"9990" "FBgn0040502" 0 1 2 1 2 0 0
"9991" "FBgn0040503" 24 38 23 30 26 17 30
"9992" "FBgn0040505" 5 1 3 0 1 1 1
"9993" "FBgn0040506" 0 1 0 0 0 0 18
"9994" "FBgn0040507" 2 0 0 3 6 0 1
"9995" "FBgn0040508" 5 1 4 0 6 6 0
"9996" "FBgn0040509" 0 0 0 0 0 0 0
"9997" "FBgn0040510" 0 0 1 0 0 0 0
"9998" "FBgn0040512" 16649 15172 14376 14183 9159 5812 6969
"9999" "FBgn0040513" 0 0 0 0 0 0 0
"10000" "FBgn0040514" 19 5 2 4 1 0 2
"10001" "FBgn0040519" 2 0 1 1 6 0 1
"10002" "FBgn0040524" 0 2 1 3 1 13 0
"10003" "FBgn0040528" 99 64 32 47 37 30 80
"10004" "FBgn0040529" 11038 12806 11455 18776 30887 23322 14772
"10005" "FBgn0040531" 0 0 0 0 0 0 0
"10006" "FBgn0040532" 125 130 82 89 83 44 32
"10007" "FBgn0040534" 1795 1404 884 1575 2168 2056 4316
"10008" "FBgn0040551" 1417 1472 1055 1270 966 398 562
"10009" "FBgn0040553" 0 1 0 1 1 4 0
"10010" "FBgn0040554" 245 143 167 97 52 31 89
"10011" "FBgn0040565" 0 0 0 0 0 0 0
"10012" "FBgn0040569" 0 0 0 0 0 0 0
"10013" "FBgn0040571" 64 33 18 7 8 26 16
"10014" "FBgn0040575" 151 157 144 132 131 58 58
"10015" "FBgn0040582" 1 1 1 0 0 0 0
"10016" "FBgn0040588" 6 3 4 2 0 4 10
"10017" "FBgn0040600" 5426 3722 1890 1651 1416 1519 2272
"10018" "FBgn0040601" 0 1 4 0 1 0 0
"10019" "FBgn0040602" 13614 13247 12477 14967 10656 3615 2638
"10020" "FBgn0040606" 0 0 0 0 0 0 0
"10021" "FBgn0040607" 0 0 0 0 0 5 0
"10022" "FBgn0040608" 0 0 0 0 0 0 0
"10023" "FBgn0040609" 17607 7344 2865 1908 2119 1880 1886
"10024" "FBgn0040623" 0 0 0 0 0 0 0
"10025" "FBgn0040628" 0 0 0 1 0 6 2
"10026" "FBgn0040629" 1 0 1 0 0 0 0
"10027" "FBgn0040634" 195 156 135 90 56 75 107
"10028" "FBgn0040636" 102 75 79 45 16 15 22
"10029" "FBgn0040637" 0 0 0 0 0 0 0
"10030" "FBgn0040648" 0 0 0 0 0 0 0
"10031" "FBgn0040649" 0 0 0 0 0 0 0
"10032" "FBgn0040650" 571 374 273 216 184 145 125
"10033" "FBgn0040651" 0 1 0 2 0 1 0
"10034" "FBgn0040653" 0 0 0 0 1 0 1
"10035" "FBgn0040658" 252 180 111 109 73 61 123
"10036" "FBgn0040660" 3739 3994 3564 5363 8060 5991 6909
"10037" "FBgn0040666" 1821 1811 1782 2358 2274 1330 1513
"10038" "FBgn0040670" 196 216 207 279 268 164 86
"10039" "FBgn0040674" 0 0 0 1 1 0 4
"10040" "FBgn0040679" 0 0 0 0 0 0 0
"10041" "FBgn0040682" 8 2 7 2 5 6 12
"10042" "FBgn0040684" 0 0 0 0 1 0 0
"10043" "FBgn0040687" 0 0 0 0 0 0 0
"10044" "FBgn0040688" 16 15 8 6 5 5 0
"10045" "FBgn0040694" 0 0 0 0 0 0 0
"10046" "FBgn0040696" 7 19 14 4 17 3 0
"10047" "FBgn0040697" 1 1 0 0 1 4 1
"10048" "FBgn0040699" 0 0 0 0 0 0 0
"10049" "FBgn0040705" 8 12 7 8 8 8 29
"10050" "FBgn0040715" 0 0 0 0 0 0 0
"10051" "FBgn0040717" 1 1 1 0 1 0 0
"10052" "FBgn0040718" 0 0 0 0 0 0 0
"10053" "FBgn0040719" 0 0 0 0 1 0 0
"10054" "FBgn0040723" 0 1 1 0 2 0 0
"10055" "FBgn0040725" 0 0 0 0 0 0 0
"10056" "FBgn0040726" 0 1 0 0 0 0 0
"10057" "FBgn0040729" 1 0 0 0 0 0 0
"10058" "FBgn0040730" 1 4 2 1 0 8 5
"10059" "FBgn0040732" 3 1 0 4 1 13 12
"10060" "FBgn0040733" 0 0 0 0 0 0 0
"10061" "FBgn0040734" 0 0 0 0 0 0 0
"10062" "FBgn0040735" 0 0 0 0 0 0 0
"10063" "FBgn0040736" 1 0 0 0 0 1 0
"10064" "FBgn0040737" 0 1 0 0 0 0 0
"10065" "FBgn0040743" 17 3 1 1 5 16 0
"10066" "FBgn0040747" 0 0 0 0 1 0 0
"10067" "FBgn0040751" 691 716 553 656 475 230 354
"10068" "FBgn0040752" 3371 1763 696 1632 1293 1160 4154
"10069" "FBgn0040754" 1103 1095 851 1098 1463 916 1239
"10070" "FBgn0040755" 1 0 0 0 0 0 0
"10071" "FBgn0040759" 4 0 0 1 8 9 0
"10072" "FBgn0040763" 161 100 31 25 12 14 10
"10073" "FBgn0040764" 0 0 0 0 1 0 0
"10074" "FBgn0040765" 1330 658 271 553 397 477 794
"10075" "FBgn0040773" 5338 6144 5367 7180 12545 11043 9047
"10076" "FBgn0040775" 0 0 0 0 0 0 0
"10077" "FBgn0040777" 50089 46543 49631 44324 18208 6927 12093
"10078" "FBgn0040778" 439 321 147 73 70 66 188
"10079" "FBgn0040780" 1157 1095 956 723 410 151 145
"10080" "FBgn0040784" 1 0 0 6 6 6 20
"10081" "FBgn0040786" 133 105 67 54 53 40 166
"10082" "FBgn0040793" 9639 10707 9815 14770 28114 19116 12247
"10083" "FBgn0040794" 0 0 0 0 0 0 0
"10084" "FBgn0040795" 1 0 0 4 1 0 4
"10085" "FBgn0040796" 0 0 0 1 0 0 0
"10086" "FBgn0040797" 0 0 0 0 0 0 0
"10087" "FBgn0040798" 0 0 0 0 0 0 0
"10088" "FBgn0040799" 0 0 0 0 0 0 0
"10089" "FBgn0040801" 0 0 0 0 0 1 0
"10090" "FBgn0040805" 2 5 2 2 0 4 4
"10091" "FBgn0040809" 0 0 0 0 0 0 0
"10092" "FBgn0040812" 0 0 0 0 0 0 0
"10093" "FBgn0040813" 72035 75544 72345 132044 214938 229162 264465
"10094" "FBgn0040814" 0 0 0 0 0 0 0
"10095" "FBgn0040816" 0 0 0 0 0 0 0
"10096" "FBgn0040817" 9 8 13 3 3 1 1
"10097" "FBgn0040823" 0 3 0 1 0 0 0
"10098" "FBgn0040827" 1469 672 298 211 272 477 1275
"10099" "FBgn0040828" 0 0 0 0 0 0 0
"10100" "FBgn0040832" 0 3 0 1 0 0 0
"10101" "FBgn0040837" 17454 16446 12069 12792 10061 4412 1900
"10102" "FBgn0040842" 1 0 0 6 1 0 5
"10103" "FBgn0040843" 6 6 9 6 9 4 14
"10104" "FBgn0040849" 246 199 125 115 44 42 56
"10105" "FBgn0040850" 6 9 5 15 18 25 23
"10106" "FBgn0040859" 0 0 0 0 0 0 0
"10107" "FBgn0040871" 0 0 0 0 0 0 0
"10108" "FBgn0040877" 0 0 1 0 0 0 1
"10109" "FBgn0040890" 3892 3816 3693 2815 1418 777 1178
"10110" "FBgn0040892" 0 0 0 0 0 0 0
"10111" "FBgn0040899" 1204 1255 1098 1293 1456 858 1268
"10112" "FBgn0040900" 34 14 32 32 28 44 25
"10113" "FBgn0040904" 28 2 2 2 5 31 1
"10114" "FBgn0040905" 10 2 4 8 2 2 4
"10115" "FBgn0040906" 66 41 19 34 23 31 40
"10116" "FBgn0040907" 1082 1102 733 974 955 784 861
"10117" "FBgn0040918" 45161 42989 21916 33447 11176 5708 15768
"10118" "FBgn0040922" 0 0 0 0 0 0 0
"10119" "FBgn0040923" 0 0 0 0 0 0 0
"10120" "FBgn0040928" 571 296 120 127 76 122 159
"10121" "FBgn0040929" 1786 1185 590 362 293 234 372
"10122" "FBgn0040931" 2764 3083 2978 4577 6763 4389 3231
"10123" "FBgn0040941" 0 0 0 0 0 0 0
"10124" "FBgn0040942" 3946 3376 2167 3039 2280 2800 3196
"10125" "FBgn0040949" 1 0 0 6 2 2 3
"10126" "FBgn0040950" 0 1 0 0 0 0 0
"10127" "FBgn0040958" 0 0 0 0 0 0 0
"10128" "FBgn0040959" 0 2 1 4 1 1 9
"10129" "FBgn0040963" 0 0 0 0 0 0 0
"10130" "FBgn0040964" 2620 2128 2008 1236 658 415 928
"10131" "FBgn0040965" 1 3 0 1 0 0 0
"10132" "FBgn0040967" 3 0 1 0 0 0 0
"10133" "FBgn0040968" 6 19 11 16 9 2 12
"10134" "FBgn0040972" 1 0 0 0 0 0 0
"10135" "FBgn0040973" 2 2 1 1 3 0 0
"10136" "FBgn0040984" 1 2 0 1 0 0 1
"10137" "FBgn0040985" 8927 7482 3859 4364 2554 3416 4861
"10138" "FBgn0040989" 0 0 0 0 0 0 0
"10139" "FBgn0040992" 0 0 0 0 0 0 0
"10140" "FBgn0040993" 0 0 0 0 0 0 0
"10141" "FBgn0040996" 0 0 0 0 0 0 3
"10142" "FBgn0041004" 14478 12777 11984 11173 5160 2710 3498
"10143" "FBgn0041087" 14402 13570 17200 16955 8703 4006 4236
"10144" "FBgn0041092" 11228 6854 3738 4661 3200 2326 4358
"10145" "FBgn0041094" 3856 519 228 1016 1121 787 1031
"10146" "FBgn0041096" 242 105 102 96 91 106 122
"10147" "FBgn0041097" 0 0 0 0 0 0 0
"10148" "FBgn0041100" 829 662 693 327 71 26 158
"10149" "FBgn0041102" 0 0 0 0 0 0 0
"10150" "FBgn0041103" 2 0 0 0 0 0 0
"10151" "FBgn0041105" 5 5 5 2 4 7 2
"10152" "FBgn0041111" 2110 1204 765 999 704 416 1760
"10153" "FBgn0041147" 3431 1954 1004 399 256 410 744
"10154" "FBgn0041150" 4 7 0 3 0 0 13
"10155" "FBgn0041156" 7 1 0 1 0 1 8
"10156" "FBgn0041160" 70 39 40 58 37 41 44
"10157" "FBgn0041164" 16740 14006 13178 8019 3853 2720 8699
"10158" "FBgn0041171" 11325 4540 2176 1746 1426 1322 3481
"10159" "FBgn0041174" 739 724 481 324 143 108 235
"10160" "FBgn0041180" 50308 46841 54155 54427 43084 21969 30258
"10161" "FBgn0041181" 0 0 1 1 0 0 0
"10162" "FBgn0041182" 4789 4258 4644 5952 5204 2914 4974
"10163" "FBgn0041183" 15 30 23 32 31 6 60
"10164" "FBgn0041184" 6682 3555 2718 3099 2933 2757 3247
"10165" "FBgn0041186" 5647 4488 3864 2191 1704 1403 3082
"10166" "FBgn0041188" 5929 2878 1184 2437 2565 1661 5072
"10167" "FBgn0041191" 6867 6766 5329 5225 2102 1335 2550
"10168" "FBgn0041194" 1 0 0 0 5 0 0
"10169" "FBgn0041195" 1 0 3 0 2 1 0
"10170" "FBgn0041205" 17479 16015 13148 10300 4696 2783 5192
"10171" "FBgn0041210" 13718 8829 4269 6654 4531 2746 8974
"10172" "FBgn0041224" 0 0 0 0 0 0 0
"10173" "FBgn0041225" 1352 726 758 677 649 322 469
"10174" "FBgn0041229" 3 1 1 0 0 1 21
"10175" "FBgn0041231" 0 0 0 0 0 0 0
"10176" "FBgn0041232" 0 0 0 0 0 0 0
"10177" "FBgn0041233" 22 8 4 6 22 4 24
"10178" "FBgn0041234" 50 22 15 11 32 20 35
"10179" "FBgn0041235" 0 0 0 0 0 0 0
"10180" "FBgn0041236" 0 0 0 0 0 0 0
"10181" "FBgn0041237" 197 136 81 165 110 111 78
"10182" "FBgn0041238" 0 0 0 1 0 0 0
"10183" "FBgn0041239" 0 0 1 0 0 0 1
"10184" "FBgn0041240" 1 0 0 0 1 0 0
"10185" "FBgn0041241" 193 71 67 63 43 31 21
"10186" "FBgn0041242" 0 0 0 0 0 0 0
"10187" "FBgn0041243" 98 72 30 63 44 34 45
"10188" "FBgn0041245" 1 0 1 1 0 0 0
"10189" "FBgn0041246" 28 16 16 11 14 4 3
"10190" "FBgn0041247" 0 1 0 0 0 0 0
"10191" "FBgn0041248" 0 0 0 0 0 0 0
"10192" "FBgn0041249" 0 0 0 0 0 0 0
"10193" "FBgn0041250" 0 0 0 0 0 0 0
"10194" "FBgn0041252" 6 0 4 4 1 4 5
"10195" "FBgn0041336" 13 19 11 1 0 3 24
"10196" "FBgn0041337" 2 7 4 7 1 3 1
"10197" "FBgn0041342" 18377 11142 6263 4052 3286 3748 11525
"10198" "FBgn0041579" 22 14 5 6 1 4 0
"10199" "FBgn0041581" 13677 13148 13686 14881 19615 13245 8146
"10200" "FBgn0041582" 4161 2090 1280 1120 956 741 1678
"10201" "FBgn0041585" 8728 5157 3123 2032 1588 1562 2234
"10202" "FBgn0041588" 9551 7780 7610 5733 3840 1780 2984
"10203" "FBgn0041604" 1029 673 389 494 435 288 552
"10204" "FBgn0041605" 40 25 12 37 24 34 44
"10205" "FBgn0041621" 15 2 1 3 6 12 0
"10206" "FBgn0041622" 2 0 0 0 0 0 0
"10207" "FBgn0041623" 0 1 0 0 1 1 1
"10208" "FBgn0041624" 0 0 0 0 0 0 0
"10209" "FBgn0041625" 0 0 0 0 0 0 0
"10210" "FBgn0041626" 1 2 2 2 5 4 0
"10211" "FBgn0041627" 18392 11389 7582 4045 2541 1784 2684
"10212" "FBgn0041629" 52281 50134 60527 62353 46302 21571 32375
"10213" "FBgn0041630" 4923 4745 6471 6523 5029 1148 1757
"10214" "FBgn0041702" 5910 5136 4261 2821 1240 982 1571
"10215" "FBgn0041706" 1 1 9 1 0 4 1
"10216" "FBgn0041707" 0 2 0 1 1 0 0
"10217" "FBgn0041709" 0 1 1 1 0 0 0
"10218" "FBgn0041710" 90760 92259 107982 129556 122663 43584 24581
"10219" "FBgn0041711" 0 2 1 0 0 0 2
"10220" "FBgn0041712" 358 62 50 83 64 71 236
"10221" "FBgn0041713" 25 28 19 16 21 15 25
"10222" "FBgn0041717" 0 0 0 0 0 0 0
"10223" "FBgn0041719" 0 0 0 0 0 0 0
"10224" "FBgn0041720" 0 0 0 0 0 0 0
"10225" "FBgn0041721" 10 14 10 17 49 57 126
"10226" "FBgn0041723" 150 174 165 179 147 78 112
"10227" "FBgn0041775" 13779 9937 5396 5546 3312 2975 8138
"10228" "FBgn0041780" 0 0 0 0 0 0 0
"10229" "FBgn0041781" 12646 10291 6490 5827 2941 1991 4858
"10230" "FBgn0041789" 22353 18208 13919 9099 4653 2740 6954
"10231" "FBgn0042083" 5937 3974 3376 2540 1460 1302 2661
"10232" "FBgn0042085" 9546 6084 4070 2582 2061 1677 5176
"10233" "FBgn0042086" 0 2 0 3 2 8 0
"10234" "FBgn0042092" 5585 3962 1472 1338 730 749 915
"10235" "FBgn0042094" 1455 1176 885 646 264 332 753
"10236" "FBgn0042098" 0 0 0 0 0 0 0
"10237" "FBgn0042101" 3 0 5 0 4 10 4
"10238" "FBgn0042102" 5 1 0 7 0 0 0
"10239" "FBgn0042103" 0 0 1 0 0 0 0
"10240" "FBgn0042104" 1400 949 673 183 89 53 155
"10241" "FBgn0042105" 6 1 0 1 2 0 8
"10242" "FBgn0042106" 144 116 97 93 53 34 40
"10243" "FBgn0042110" 19 24 7 14 1 1 13
"10244" "FBgn0042111" 11336 8279 6346 3047 1487 1288 2618
"10245" "FBgn0042112" 2782 2962 2479 2934 2275 864 1017
"10246" "FBgn0042118" 0 0 0 0 0 0 0
"10247" "FBgn0042119" 0 0 0 0 0 0 0
"10248" "FBgn0042125" 2386 1923 882 547 294 267 402
"10249" "FBgn0042126" 239 220 122 56 50 76 61
"10250" "FBgn0042127" 1195 825 283 210 139 161 201
"10251" "FBgn0042129" 0 0 0 0 9 0 0
"10252" "FBgn0042131" 38 30 31 15 16 27 16
"10253" "FBgn0042132" 3381 2336 1796 1185 707 594 1433
"10254" "FBgn0042133" 1451 520 338 365 298 388 288
"10255" "FBgn0042134" 16309 13627 8630 11254 6661 4359 12971
"10256" "FBgn0042135" 6345 5185 3565 3437 1858 1311 3492
"10257" "FBgn0042137" 6 7 5 5 0 0 4
"10258" "FBgn0042138" 11169 10981 10221 9455 5361 2265 3823
"10259" "FBgn0042146" 1 1 0 2 4 1 0
"10260" "FBgn0042173" 614 653 718 616 546 299 266
"10261" "FBgn0042174" 51115 50740 59484 68486 72589 21744 32256
"10262" "FBgn0042175" 3907 3293 2949 2038 794 505 1273
"10263" "FBgn0042177" 7285 6196 6237 3860 1580 549 1723
"10264" "FBgn0042178" 4645 3816 4145 2433 1232 1236 1283
"10265" "FBgn0042179" 13 16 3 4 4 1 4
"10266" "FBgn0042180" 5970 3341 2121 1635 1188 968 1190
"10267" "FBgn0042182" 0 0 0 0 0 0 0
"10268" "FBgn0042185" 6447 4617 3069 2262 1385 1013 1538
"10269" "FBgn0042186" 0 0 1 0 0 0 0
"10270" "FBgn0042187" 2 1 0 4 4 0 0
"10271" "FBgn0042189" 0 0 1 0 0 0 0
"10272" "FBgn0042198" 0 0 0 0 0 0 0
"10273" "FBgn0042199" 0 0 0 0 0 0 0
"10274" "FBgn0042201" 4 0 0 0 0 0 0
"10275" "FBgn0042205" 892 358 122 108 66 114 229
"10276" "FBgn0042206" 726 590 471 533 537 249 146
"10277" "FBgn0042207" 52 33 53 32 24 42 20
"10278" "FBgn0042213" 6826 7364 5293 5758 3049 1934 2339
"10279" "FBgn0042627" 63 67 43 49 33 32 97
"10280" "FBgn0042630" 3 6 1 6 5 14 15
"10281" "FBgn0042641" 0 0 0 0 0 0 0
"10282" "FBgn0042650" 0 0 0 0 1 0 0
"10283" "FBgn0042693" 9916 8924 7543 5650 2073 1732 4803
"10284" "FBgn0042696" 4 1 0 3 0 0 1
"10285" "FBgn0042701" 82 74 77 71 42 19 31
"10286" "FBgn0042710" 2 1 0 0 1 0 0
"10287" "FBgn0042711" 2 0 0 0 0 1 6
"10288" "FBgn0042712" 19535 14416 11627 5304 2847 2242 3431
"10289" "FBgn0043001" 1272 898 714 559 388 329 441
"10290" "FBgn0043002" 1506 1261 840 1198 1501 1730 2530
"10291" "FBgn0043005" 0 0 1 0 0 2 0
"10292" "FBgn0043010" 8531 7703 6689 4730 2318 1427 1745
"10293" "FBgn0043012" 4221 4598 4231 5120 4545 1582 992
"10294" "FBgn0043021" 0 0 0 0 0 0 0
"10295" "FBgn0043022" 0 0 1 0 0 0 0
"10296" "FBgn0043025" 648 433 434 458 353 163 123
"10297" "FBgn0043043" 69 60 51 73 33 51 25
"10298" "FBgn0043069" 2 2 3 1 0 5 2
"10299" "FBgn0043070" 6563 5023 2822 2654 1105 1087 2210
"10300" "FBgn0043362" 4231 3285 2604 2167 950 580 2004
"10301" "FBgn0043364" 8091 1326 662 1271 1384 1284 2330
"10302" "FBgn0043455" 1304 936 616 581 558 668 916
"10303" "FBgn0043456" 31086 26280 20505 14306 6192 5038 11947
"10304" "FBgn0043457" 1660 835 349 201 191 135 408
"10305" "FBgn0043458" 16024 11851 8501 5917 3829 2459 4493
"10306" "FBgn0043470" 0 0 0 0 0 0 0
"10307" "FBgn0043471" 1 0 0 0 0 0 0
"10308" "FBgn0043530" 0 0 0 0 0 0 0
"10309" "FBgn0043532" 0 0 0 0 0 0 0
"10310" "FBgn0043533" 0 0 0 0 0 0 0
"10311" "FBgn0043534" 0 1 0 0 0 0 0
"10312" "FBgn0043535" 1 0 0 0 0 0 0
"10313" "FBgn0043536" 0 0 0 0 0 0 0
"10314" "FBgn0043539" 0 0 1 0 0 0 0
"10315" "FBgn0043550" 1 0 1 2 0 0 0
"10316" "FBgn0043575" 146 101 88 113 320 239 224
"10317" "FBgn0043576" 0 0 0 0 0 0 0
"10318" "FBgn0043577" 2 1 0 1 0 8 1
"10319" "FBgn0043578" 21 42 29 41 34 15 18
"10320" "FBgn0043783" 161 69 71 69 67 38 29
"10321" "FBgn0043791" 4 5 9 1 8 6 13
"10322" "FBgn0043792" 17 5 1 7 10 2 1
"10323" "FBgn0043796" 4152 1734 1098 846 717 516 1065
"10324" "FBgn0043799" 2350 1119 676 459 300 148 373
"10325" "FBgn0043806" 21291 20581 24273 27227 22328 9988 9940
"10326" "FBgn0043825" 0 0 0 0 0 0 0
"10327" "FBgn0043841" 66675 72951 66293 121436 195799 190983 203117
"10328" "FBgn0043853" 85 31 15 25 25 27 15
"10329" "FBgn0043854" 829 350 254 342 254 168 381
"10330" "FBgn0043865" 13 2 3 3 2 0 0
"10331" "FBgn0043884" 8009 5438 2538 4271 3620 2029 7761
"10332" "FBgn0043900" 3046 1281 457 735 701 605 1900
"10333" "FBgn0043903" 6005 4425 4738 3474 1481 726 2907
"10334" "FBgn0044011" 0 0 0 0 0 1 0
"10335" "FBgn0044020" 1704 1908 1457 1724 1100 738 1208
"10336" "FBgn0044028" 2034 713 262 472 343 348 1007
"10337" "FBgn0044030" 616 644 607 817 895 459 567
"10338" "FBgn0044046" 10 6 13 4 1 1 2
"10339" "FBgn0044047" 6472 4537 1870 1740 980 973 2166
"10340" "FBgn0044048" 4 1 0 0 2 1 0
"10341" "FBgn0044049" 0 0 0 0 0 0 0
"10342" "FBgn0044050" 0 0 0 0 1 0 0
"10343" "FBgn0044051" 0 0 0 0 0 4 0
"10344" "FBgn0044323" 14755 11023 5490 5925 3560 2737 6135
"10345" "FBgn0044324" 15243 9409 6064 4102 2648 2265 6266
"10346" "FBgn0044328" 0 1 0 0 0 1 1
"10347" "FBgn0044419" 1 0 2 3 4 0 1
"10348" "FBgn0044452" 6075 3768 2792 1472 959 954 3773
"10349" "FBgn0044508" 0 0 0 0 0 0 0
"10350" "FBgn0044510" 7079 5829 3011 3163 1433 933 1226
"10351" "FBgn0044511" 1066 1126 902 1199 1217 499 472
"10352" "FBgn0044809" 0 0 0 0 0 0 0
"10353" "FBgn0044810" 0 0 0 0 0 0 0
"10354" "FBgn0044811" 0 0 0 0 0 0 0
"10355" "FBgn0044812" 0 0 0 0 1 1 1
"10356" "FBgn0044817" 0 0 1 0 0 1 1
"10357" "FBgn0044823" 786 288 96 132 128 197 450
"10358" "FBgn0044826" 6399 2673 820 1234 1026 1005 3298
"10359" "FBgn0044871" 4954 3007 1686 994 872 901 1388
"10360" "FBgn0044872" 9 8 1 2 4 1 14
"10361" "FBgn0045035" 3203 2991 2667 2782 1961 1432 3381
"10362" "FBgn0045038" 5 3 3 11 2 16 12
"10363" "FBgn0045063" 6735 4806 2731 2033 1394 1274 4842
"10364" "FBgn0045064" 6289 5864 5818 5320 3829 2315 2400
"10365" "FBgn0045073" 12039 12898 12660 18601 15246 6088 6863
"10366" "FBgn0045442" 2 0 1 0 0 0 0
"10367" "FBgn0045443" 21 12 9 9 7 6 2
"10368" "FBgn0045468" 0 0 0 0 0 0 7
"10369" "FBgn0045469" 15 6 10 2 19 13 21
"10370" "FBgn0045470" 4 0 7 3 1 9 14
"10371" "FBgn0045471" 0 0 0 0 0 0 0
"10372" "FBgn0045473" 1 0 5 1 1 0 0
"10373" "FBgn0045474" 5 2 0 2 6 1 24
"10374" "FBgn0045476" 0 0 0 0 0 0 0
"10375" "FBgn0045477" 0 0 0 0 0 0 0
"10376" "FBgn0045478" 0 0 0 0 0 0 0
"10377" "FBgn0045479" 0 0 0 0 0 7 6
"10378" "FBgn0045482" 0 0 0 0 0 0 0
"10379" "FBgn0045483" 0 0 0 0 0 0 0
"10380" "FBgn0045485" 0 0 0 0 0 0 0
"10381" "FBgn0045486" 0 0 0 0 0 0 0
"10382" "FBgn0045487" 0 0 0 0 0 0 0
"10383" "FBgn0045495" 0 0 1 1 0 0 5
"10384" "FBgn0045497" 0 0 0 0 0 0 0
"10385" "FBgn0045498" 0 0 0 0 0 0 0
"10386" "FBgn0045500" 0 0 0 0 0 0 0
"10387" "FBgn0045501" 0 0 0 0 0 0 0
"10388" "FBgn0045502" 0 0 0 0 0 0 0
"10389" "FBgn0045759" 0 4 0 1 1 0 0
"10390" "FBgn0045761" 1780 1319 1204 2139 1831 1968 1139
"10391" "FBgn0045770" 1 1 1 0 2 4 0
"10392" "FBgn0045800" 4865 2176 1154 1494 1618 1680 1228
"10393" "FBgn0045823" 117127 116025 98372 171743 118495 40348 51724
"10394" "FBgn0045827" 0 0 0 0 0 0 0
"10395" "FBgn0045842" 16831 14778 10602 11561 4297 2605 6089
"10396" "FBgn0045843" 0 0 0 0 0 0 0
"10397" "FBgn0045852" 3837 1513 511 1276 1244 792 2911
"10398" "FBgn0045862" 8222 4859 2820 1786 1312 1004 2451
"10399" "FBgn0045866" 24870 25495 27545 31694 27500 7673 7014
"10400" "FBgn0045980" 26 16 36 17 19 10 5
"10401" "FBgn0046113" 0 0 0 1 0 0 0
"10402" "FBgn0046114" 10354 5660 3377 1844 1234 1067 1477
"10403" "FBgn0046214" 36402 36830 36209 40253 25245 10907 13178
"10404" "FBgn0046222" 3556 1807 1601 1322 645 244 613
"10405" "FBgn0046225" 702 503 467 319 188 237 424
"10406" "FBgn0046247" 16189 10025 6124 2906 1806 1530 2164
"10407" "FBgn0046253" 9 2 2 2 4 0 0
"10408" "FBgn0046258" 45 18 28 23 5 23 1
"10409" "FBgn0046294" 13 23 6 5 8 0 0
"10410" "FBgn0046296" 1212 580 466 280 126 72 168
"10411" "FBgn0046297" 0 0 0 0 0 0 0
"10412" "FBgn0046301" 8257 5999 4455 1951 826 591 1130
"10413" "FBgn0046302" 26 8 13 7 26 16 14
"10414" "FBgn0046323" 0 0 0 1 0 1 0
"10415" "FBgn0046332" 1 1 0 0 0 0 0
"10416" "FBgn0046685" 8630 7087 6802 4244 1555 979 2171
"10417" "FBgn0046687" 13408 11643 11419 9679 4790 2380 4603
"10418" "FBgn0046689" 2 1 7 1 2 0 4
"10419" "FBgn0046692" 1892 1303 528 533 354 510 893
"10420" "FBgn0046696" 576 208 173 269 301 128 135
"10421" "FBgn0046697" 0 0 0 1 0 0 0
"10422" "FBgn0046698" 0 0 0 0 0 0 0
"10423" "FBgn0046704" 5628 4008 2041 3209 1969 1334 3185
"10424" "FBgn0046706" 1955 996 370 391 172 254 512
"10425" "FBgn0046756" 36 31 15 30 35 4 11
"10426" "FBgn0046763" 9935 8595 4841 5265 2848 2399 5473
"10427" "FBgn0046776" 2588 2540 1970 1682 531 186 365
"10428" "FBgn0046793" 0 0 0 0 0 0 0
"10429" "FBgn0046873" 0 0 0 0 0 0 0
"10430" "FBgn0046874" 0 0 0 0 0 0 0
