"flybase_gene_ID" "t0" "t1" "t2" "t4" "t8" "t16" "t24"
"456" "FBgn0002921" 30461 29033 21182 36512 23959 11312 35754
"457" "FBgn0002922" 1 3 0 1 0 7 1
"458" "FBgn0002924" 19388 14447 11882 9084 7175 4271 13842
"459" "FBgn0002926" 197 157 158 113 97 104 53
"460" "FBgn0002930" 1 1 6 1 5 8 0
"461" "FBgn0002931" 230 84 50 113 56 75 85
"462" "FBgn0002932" 1163 330 101 331 217 303 457
"463" "FBgn0002933" 0 0 0 0 0 0 0
"464" "FBgn0002936" 0 0 0 0 0 0 0
"465" "FBgn0002937" 1 9 1 2 12 0 5
"466" "FBgn0002938" 1 1 0 2 3 3 0
"467" "FBgn0002939" 34 17 11 4 6 1 41
"468" "FBgn0002940" 10 5 1 5 9 1 4
"469" "FBgn0002941" 0 0 2 0 1 1 0
"470" "FBgn0002945" 29 7 1 1 14 9 117
"471" "FBgn0002948" 2221 1257 743 475 403 336 725
"472" "FBgn0002962" 2 7 14 2 6 7 13
"473" "FBgn0002973" 312 165 60 99 63 40 248
"474" "FBgn0002985" 2 2 1 0 1 0 0
"475" "FBgn0002989" 2462 1735 1410 876 432 250 758
"476" "FBgn0003002" 0 0 0 1 0 0 0
"477" "FBgn0003008" 4735 4424 3716 2250 711 607 928
"478" "FBgn0003009" 2 1 3 3 0 0 1
"479" "FBgn0003011" 22 17 48 21 27 23 11
"480" "FBgn0003015" 582 317 178 191 183 163 106
"481" "FBgn0003016" 105 69 27 69 69 46 215
"482" "FBgn0003023" 1 4 0 0 1 0 0
"483" "FBgn0003028" 0 0 0 0 0 2 0
"484" "FBgn0003034" 0 0 0 0 0 0 0
"485" "FBgn0003041" 7860 4931 2697 2439 1707 1083 3947
"486" "FBgn0003042" 2675 804 367 280 303 330 555
"487" "FBgn0003044" 4895 2587 1363 1361 1070 1081 1991
"488" "FBgn0003046" 11 20 8 6 9 12 4
"489" "FBgn0003048" 3727 2579 920 1248 789 540 2509
"490" "FBgn0003053" 56 51 22 55 50 39 41
"491" "FBgn0003057" 0 0 0 0 0 0 0
"492" "FBgn0003060" 0 0 0 0 0 0 0
"493" "FBgn0003062" 41906 34157 31103 19152 8252 4890 6506
"494" "FBgn0003065" 4 1 8 0 0 1 0
"495" "FBgn0003067" 0 0 0 0 0 0 0
"496" "FBgn0003068" 187 96 76 73 77 47 192
"497" "FBgn0003071" 4434 3756 3786 3051 1687 1209 2599
"498" "FBgn0003074" 17337 15051 15342 9654 5116 3341 6190
"499" "FBgn0003076" 10155 8399 9703 7355 4251 2634 4003
"500" "FBgn0003079" 6158 3813 2308 1245 759 674 1649
"501" "FBgn0003082" 5092 4694 5208 4298 2019 1022 2166
"502" "FBgn0003086" 0 0 0 0 0 0 0
"503" "FBgn0003087" 3747 2240 927 586 653 533 825
"504" "FBgn0003089" 59 53 41 44 51 73 17
"505" "FBgn0003090" 5 0 2 0 0 0 6
"506" "FBgn0003091" 52 34 6 20 10 14 35
"507" "FBgn0003093" 2618 1068 479 829 538 605 1057
"508" "FBgn0003114" 3 2 3 3 5 6 16
"509" "FBgn0003116" 4391 3688 3038 1379 459 263 683
"510" "FBgn0003117" 43486 9262 5797 5904 4789 4421 12721
"511" "FBgn0003118" 18712 10063 4225 5303 4697 3482 12728
"512" "FBgn0003124" 17851 17632 15628 13919 6959 3952 8438
"513" "FBgn0003129" 0 0 0 4 0 0 0
"514" "FBgn0003130" 0 2 2 5 1 0 2
"515" "FBgn0003132" 2 3 4 1 2 0 1
"516" "FBgn0003134" 9009 7270 3252 4629 2197 1508 2826
"517" "FBgn0003137" 1836 1199 939 1815 2044 1656 3911
"518" "FBgn0003139" 11170 9343 7049 5961 2476 1654 2438
"519" "FBgn0003140" 0 0 0 0 0 0 0
"520" "FBgn0003141" 4548 4025 3015 2339 1141 1255 2173
"521" "FBgn0003145" 0 0 0 0 0 0 0
"522" "FBgn0003149" 19 6 22 11 19 9 40
"523" "FBgn0003159" 1400 719 283 316 292 352 1738
"524" "FBgn0003162" 61 71 37 34 41 57 69
"525" "FBgn0003165" 4690 2881 1019 1653 1422 1049 3305
"526" "FBgn0003169" 9964 5524 3315 2071 1168 1014 2624
"527" "FBgn0003174" 6 0 1 3 3 1 1
"528" "FBgn0003175" 2336 1438 972 1100 1087 849 3771
"529" "FBgn0003187" 17 9 17 5 6 8 6
"530" "FBgn0003189" 11722 9594 10453 8800 4566 2254 8254
"531" "FBgn0003204" 27928 20347 16207 8558 4137 2407 3777
"532" "FBgn0003205" 28287 24625 17129 12857 4861 4602 7619
"533" "FBgn0003206" 7498 7237 4826 5999 3284 1968 3160
"534" "FBgn0003209" 4937 2216 1395 1320 1129 956 2148
"535" "FBgn0003210" 5443 4014 2126 1724 1061 957 2782
"536" "FBgn0003218" 1444 964 578 539 419 316 1415
"537" "FBgn0003227" 2150 1140 563 285 220 151 543
"538" "FBgn0003231" 49150 39018 26041 23512 16855 10007 12319
"539" "FBgn0003248" 9 0 16 13 12 8 17
"540" "FBgn0003249" 0 0 0 1 1 0 0
"541" "FBgn0003250" 1 6 4 8 6 10 1
"542" "FBgn0003254" 6 6 0 1 1 7 0
"543" "FBgn0003255" 4 0 5 3 1 0 0
"544" "FBgn0003256" 8397 6322 4091 3223 1464 1448 2802
"545" "FBgn0003257" 16228 13646 11397 7232 2355 1343 2752
"546" "FBgn0003261" 55362 46455 39193 38226 24519 14656 27091
"547" "FBgn0003267" 12 13 11 9 4 6 1
"548" "FBgn0003268" 5607 5158 5007 4061 2413 1429 4868
"549" "FBgn0003270" 1 4 0 0 0 0 5
"550" "FBgn0003274" 118913 138198 132374 216180 361657 310569 417045
"551" "FBgn0003275" 1724 1509 1158 1196 1009 1390 2578
"552" "FBgn0003277" 26920 14859 6178 6519 5482 3892 13517
"553" "FBgn0003278" 16586 11782 8026 2448 1409 1341 2407
"554" "FBgn0003279" 614684 644897 789418 1087014 1397754 891438 785289
"555" "FBgn0003285" 7 10 5 2 2 2 68
"556" "FBgn0003292" 6 2 4 7 1 0 0
"557" "FBgn0003295" 23 13 14 6 1 11 0
"558" "FBgn0003300" 1 1 0 1 3 0 10
"559" "FBgn0003301" 147 143 82 127 98 137 789
"560" "FBgn0003302" 1866 404 205 170 191 212 328
"561" "FBgn0003308" 510 317 182 93 107 73 298
"562" "FBgn0003310" 2843 1778 879 1204 1007 745 1635
"563" "FBgn0003312" 15 3 3 3 3 10 0
"564" "FBgn0003313" 0 0 0 0 0 0 0
"565" "FBgn0003317" 14549 9625 6903 3842 1915 1508 3056
"566" "FBgn0003319" 9 7 2 2 9 9 2
"567" "FBgn0003321" 13103 9411 6286 4240 2672 2209 3556
"568" "FBgn0003326" 6 5 4 7 17 10 14
"569" "FBgn0003328" 3051 2532 2074 1994 1345 806 1363
"570" "FBgn0003330" 7312 4698 2434 1164 757 684 1572
"571" "FBgn0003334" 6152 2930 1097 1426 1172 840 2125
"572" "FBgn0003339" 0 0 0 0 0 0 0
"573" "FBgn0003345" 8566 4859 2069 2788 1733 1843 4458
"574" "FBgn0003346" 29137 24771 22509 11163 3258 2833 6186
"575" "FBgn0003353" 1040 695 435 466 253 204 509
"576" "FBgn0003356" 0 0 0 0 0 0 0
"577" "FBgn0003357" 0 1 0 0 0 0 8
"578" "FBgn0003358" 2 1 0 2 4 2 1
"579" "FBgn0003360" 314248 309910 226853 391612 280671 73649 72999
"580" "FBgn0003366" 1 5 1 2 0 0 15
"581" "FBgn0003371" 4871 3930 1636 3685 2123 964 2950
"582" "FBgn0003372" 2 6 0 5 0 0 20
"583" "FBgn0003373" 1 1 1 3 1 1 0
"584" "FBgn0003374" 0 0 0 0 0 0 0
"585" "FBgn0003375" 0 0 0 0 0 1 0
"586" "FBgn0003377" 0 1 0 0 1 14 1
"587" "FBgn0003378" 5 0 0 1 4 0 0
"588" "FBgn0003380" 4 0 0 0 0 0 1
"589" "FBgn0003382" 9 5 9 12 5 1 0
"590" "FBgn0003386" 3 4 6 3 6 11 1
"591" "FBgn0003388" 65 24 26 13 10 13 14
"592" "FBgn0003390" 247 144 108 118 90 59 93
"593" "FBgn0003391" 144 93 36 63 109 57 282
"594" "FBgn0003392" 11596 10850 9245 9990 3527 1840 6358
"595" "FBgn0003396" 2632 892 340 715 602 480 2000
"596" "FBgn0003401" 2541 1032 613 503 435 368 705
"597" "FBgn0003410" 4389 2138 773 742 776 684 2088
"598" "FBgn0003411" 1 7 8 4 4 2 1
"599" "FBgn0003415" 3442 1738 803 1798 1433 676 2389
"600" "FBgn0003416" 4255 3091 1715 1875 965 892 1608
"601" "FBgn0003423" 2879 2583 2048 1808 735 499 1525
"602" "FBgn0003429" 0 1 1 0 0 2 0
"603" "FBgn0003430" 24 13 4 16 17 15 6
"604" "FBgn0003435" 299 179 48 162 133 69 181
"605" "FBgn0003444" 4093 2391 1277 759 470 369 1600
"606" "FBgn0003447" 15 11 7 18 18 29 72
"607" "FBgn0003448" 0 0 0 0 0 0 0
"608" "FBgn0003449" 4582 4230 3601 3790 2298 2034 3435
"609" "FBgn0003450" 6 7 5 2 6 14 10
"610" "FBgn0003459" 1841 1040 449 492 424 383 1180
"611" "FBgn0003460" 5 4 0 5 1 0 10
"612" "FBgn0003462" 27199 28337 27671 34452 34118 8956 6461
"613" "FBgn0003463" 234 71 20 152 263 124 1091
"614" "FBgn0003464" 6419 4852 4058 3598 2857 1658 5548
"615" "FBgn0003475" 17766 12346 6285 6743 4336 2927 6328
"616" "FBgn0003479" 12866 8731 5714 2236 1208 1011 1557
"617" "FBgn0003480" 1577 1040 736 475 378 191 299
"618" "FBgn0003482" 1742 1270 702 241 130 250 340
"619" "FBgn0003483" 4613 3515 2756 1703 1115 831 1731
"620" "FBgn0003486" 1 0 4 0 0 0 0
"621" "FBgn0003495" 14039 13840 6773 15838 9053 5884 13821
"622" "FBgn0003499" 53 28 5 24 59 32 23
"623" "FBgn0003502" 5346 3454 1571 2112 1580 1211 2560
"624" "FBgn0003507" 11920 4343 2104 3934 3864 3458 10994
"625" "FBgn0003510" 0 0 0 0 0 0 0
"626" "FBgn0003511" 0 0 0 0 0 0 0
"627" "FBgn0003512" 9969 6971 5367 2879 1456 948 2053
"628" "FBgn0003513" 2 0 0 1 0 0 6
"629" "FBgn0003514" 44493 45430 41545 51759 42201 19870 19077
"630" "FBgn0003515" 95 43 27 20 34 9 10
"631" "FBgn0003517" 648519 608066 621278 672056 638409 331610 353932
"632" "FBgn0003520" 2502 1348 500 828 752 715 1499
"633" "FBgn0003525" 16928 3947 1221 2973 3664 2884 5892
"634" "FBgn0003527" 217 139 58 28 41 86 50
"635" "FBgn0003545" 4420 3681 2979 1904 924 573 1475
"636" "FBgn0003557" 13339 7064 3833 3191 2744 2982 6090
"637" "FBgn0003559" 14154 12906 12698 11032 4082 1962 4684
"638" "FBgn0003567" 7765 6677 5501 4458 1951 1580 3999
"639" "FBgn0003575" 2200 1342 628 612 440 395 1529
"640" "FBgn0003598" 3770 1316 723 737 721 570 2008
"641" "FBgn0003607" 62649 61447 62860 73865 49163 14914 17726
"642" "FBgn0003612" 14967 10341 6337 3606 2375 1808 4399
"643" "FBgn0003638" 2178 1699 1513 999 720 409 1981
"644" "FBgn0003651" 0 0 0 0 1 0 0
"645" "FBgn0003654" 2742 2565 2352 2121 834 417 1554
"646" "FBgn0003655" 1127 829 711 631 369 215 335
"647" "FBgn0003656" 4597 3717 2632 2044 1012 738 2163
"648" "FBgn0003660" 19918 19726 15854 22437 21020 9652 12197
"649" "FBgn0003676" 107969 96258 105181 69620 22973 11778 18022
"650" "FBgn0003683" 1 0 0 0 0 0 0
"651" "FBgn0003687" 8035 4991 2964 1173 700 644 1260
"652" "FBgn0003701" 1524 658 388 332 407 296 1059
"653" "FBgn0003710" 3 2 0 4 2 14 1
"654" "FBgn0003714" 3033 2653 2414 2533 2072 954 1614
"655" "FBgn0003716" 5062 3113 2013 1280 700 574 1483
"656" "FBgn0003719" 3 2 2 0 0 6 0
"657" "FBgn0003720" 0 0 0 0 0 0 0
"658" "FBgn0003721" 17746 14139 7437 11838 7328 4890 11081
"659" "FBgn0003731" 18 2 2 2 7 41 90
"660" "FBgn0003732" 31123 27472 25682 17882 7995 6475 18880
"661" "FBgn0003733" 32 10 12 14 9 11 34
"662" "FBgn0003741" 845 396 242 284 378 309 271
"663" "FBgn0003742" 12341 9929 6899 3454 1254 861 1710
"664" "FBgn0003744" 9777 7618 4851 3723 2171 1454 2352
"665" "FBgn0003747" 52 31 37 52 69 51 55
"666" "FBgn0003748" 4874 4309 3616 2869 1645 1188 2098
"667" "FBgn0003751" 1401 1245 1265 1287 824 273 145
"668" "FBgn0003861" 0 0 0 0 0 0 0
"669" "FBgn0003862" 2596 1343 740 775 578 504 1918
"670" "FBgn0003863" 0 1 0 0 0 1 0
"671" "FBgn0003865" 0 0 0 0 0 0 0
"672" "FBgn0003866" 6579 2677 1538 2139 2211 2618 5914
"673" "FBgn0003867" 2 1 1 1 0 4 1
"674" "FBgn0003870" 3869 1335 550 799 694 770 1751
"675" "FBgn0003882" 14499 11303 8998 4202 1964 1923 2832
"676" "FBgn0003884" 591494 593164 604966 715784 547660 153393 154235
"677" "FBgn0003885" 48728 48558 47737 61389 47927 11657 12414
"678" "FBgn0003886" 232 190 227 239 229 106 97
"679" "FBgn0003887" 263162 230563 252841 266325 219236 99803 106843
"680" "FBgn0003888" 16981 16268 16513 20441 15058 6641 8893
"681" "FBgn0003889" 42 25 30 26 21 19 5
"682" "FBgn0003890" 26285 25033 28920 30015 17974 3623 4559
"683" "FBgn0003891" 7780 7527 4048 11673 14092 6709 11381
"684" "FBgn0003892" 2709 1079 518 464 415 366 1128
"685" "FBgn0003896" 2 1 0 0 0 0 0
"686" "FBgn0003900" 0 1 0 0 0 0 1
"687" "FBgn0003916" 0 0 0 4 4 0 0
"688" "FBgn0003920" 2 0 0 0 0 0 19
"689" "FBgn0003922" 0 0 0 0 0 8 0
"690" "FBgn0003923" 0 2 0 0 3 8 0
"691" "FBgn0003926" 2 0 0 1 1 3 9
"692" "FBgn0003930" 12 9 5 17 12 2 1
"693" "FBgn0003931" 1 1 0 0 1 4 0
"694" "FBgn0003933" 0 0 0 0 0 0 0
"695" "FBgn0003934" 4 6 2 3 6 1 2
"696" "FBgn0003935" 4 4 5 1 3 5 10
"697" "FBgn0003936" 1 0 0 0 0 0 0
"698" "FBgn0003938" 3 2 10 0 2 8 8
"699" "FBgn0003941" 123870 134813 151436 212344 396772 395543 433063
"700" "FBgn0003942" 65758 73460 72605 115597 219506 260754 252900
"701" "FBgn0003943" 27940 24006 22452 12839 9254 10619 17727
"702" "FBgn0003944" 0 0 1 0 0 0 0
"703" "FBgn0003950" 686 446 320 359 254 203 532
"704" "FBgn0003961" 42 22 15 15 10 1 4
"705" "FBgn0003963" 12771 4875 2999 3226 2717 2152 7153
"706" "FBgn0003964" 8197 4300 1616 2037 1384 1431 3139
"707" "FBgn0003965" 1 1 0 0 0 0 12
"708" "FBgn0003969" 13965 10475 7844 5158 2731 1855 4818
"709" "FBgn0003975" 11 9 13 17 7 30 13
"710" "FBgn0003977" 5704 3888 3031 1479 1072 831 3511
"711" "FBgn0003978" 11416 10538 10449 7385 3676 1226 1621
"712" "FBgn0003979" 10 7 10 8 0 15 12
"713" "FBgn0003980" 0 5 8 1 3 0 0
"714" "FBgn0003983" 5 5 1 2 6 8 1
"715" "FBgn0003984" 173 81 34 55 55 50 75
"716" "FBgn0003996" 41 21 34 24 22 11 34
"717" "FBgn0003997" 299 58 31 81 65 83 174
"718" "FBgn0004003" 10 6 2 12 3 37 0
"719" "FBgn0004009" 4 2 0 7 0 0 5
"720" "FBgn0004034" 7079 6850 7948 10716 11633 5065 2604
"721" "FBgn0004045" 0 0 0 0 0 1 0
"722" "FBgn0004047" 314 164 160 105 108 70 89
"723" "FBgn0004049" 2246 1422 829 1028 709 606 1832
"724" "FBgn0004050" 4141 2898 2329 1414 849 701 2277
"725" "FBgn0004052" 15 13 2 9 7 4 1
"726" "FBgn0004053" 0 0 0 0 0 0 0
"727" "FBgn0004054" 0 0 0 0 0 0 0
"728" "FBgn0004055" 7234 7141 5682 7596 3898 1443 2761
"729" "FBgn0004057" 5483 4440 3503 1700 649 527 1624
"730" "FBgn0004066" 61311 62895 60255 65447 36268 10566 16936
"731" "FBgn0004087" 3948 3950 3819 3714 1984 948 1713
"732" "FBgn0004101" 1687 1406 869 557 347 267 680
"733" "FBgn0004102" 0 0 0 0 0 0 0
"734" "FBgn0004103" 58715 60951 42635 66890 38867 12931 19748
"735" "FBgn0004106" 12498 10201 6391 2876 1289 1720 3905
"736" "FBgn0004107" 3971 2142 1076 611 663 633 1144
"737" "FBgn0004108" 723 522 275 362 391 207 1320
"738" "FBgn0004110" 112 50 56 44 37 28 42
"739" "FBgn0004117" 1 0 0 0 0 4 0
"740" "FBgn0004118" 62 55 56 41 35 25 78
"741" "FBgn0004132" 7720 7985 6898 8532 7892 3742 3516
"742" "FBgn0004133" 2901 2278 2402 1634 941 724 1868
"743" "FBgn0004143" 0 0 0 0 0 0 0
"744" "FBgn0004167" 21794 20462 16993 22930 13078 5750 27735
"745" "FBgn0004168" 0 1 0 0 0 0 0
"746" "FBgn0004169" 79 38 20 49 10 18 44
"747" "FBgn0004170" 0 1 0 0 0 0 0
"748" "FBgn0004171" 1 1 2 2 1 0 0
"749" "FBgn0004172" 0 0 0 0 0 0 0
"750" "FBgn0004173" 0 0 0 0 0 0 0
"751" "FBgn0004174" 0 0 0 0 0 0 0
"752" "FBgn0004175" 0 0 0 0 0 0 0
"753" "FBgn0004177" 34325 28712 12604 24582 12767 7253 14721
"754" "FBgn0004179" 19485 17791 13600 14447 5925 3497 5624
"755" "FBgn0004181" 0 0 0 0 0 0 0
"756" "FBgn0004183" 0 1 4 1 0 0 0
"757" "FBgn0004185" 2 0 0 0 0 0 0
"758" "FBgn0004186" 1 0 2 1 3 5 11
"759" "FBgn0004187" 1 0 1 1 6 7 10
"760" "FBgn0004188" 24 9 8 12 11 1 3
"761" "FBgn0004189" 7 23 20 20 12 8 2
"762" "FBgn0004190" 6 7 2 11 10 3 6
"763" "FBgn0004191" 40 18 14 25 55 66 200
"764" "FBgn0004192" 2 0 0 5 0 1 1
"765" "FBgn0004197" 2195 1048 570 517 215 248 818
"766" "FBgn0004198" 1340 454 129 557 515 260 1369
"767" "FBgn0004227" 3697 3066 2209 3287 1340 1031 2572
"768" "FBgn0004228" 13 9 3 7 9 15 0
"769" "FBgn0004237" 32523 31861 24726 40656 27278 8438 15702
"770" "FBgn0004240" 52 37 35 70 115 85 76
"771" "FBgn0004242" 48 24 17 27 23 12 92
"772" "FBgn0004244" 0 0 0 0 1 0 0
"773" "FBgn0004359" 839 374 121 177 143 127 512
"774" "FBgn0004360" 3 2 1 3 1 0 7
"775" "FBgn0004362" 21869 21745 11942 16453 9484 11872 22223
"776" "FBgn0004363" 114078 116332 91897 152314 119004 36286 44820
"777" "FBgn0004364" 228 52 35 58 76 138 457
"778" "FBgn0004367" 2118 559 359 429 306 248 1317
"779" "FBgn0004368" 3109 2254 1763 1590 1041 686 2763
"780" "FBgn0004369" 576 312 163 268 227 97 440
"781" "FBgn0004370" 1315 1048 707 1032 744 567 1583
"782" "FBgn0004372" 0 0 5 0 0 0 0
"783" "FBgn0004373" 6530 3345 1768 2191 1688 1353 3875
"784" "FBgn0004374" 3408 2285 1589 939 968 488 2260
"785" "FBgn0004378" 7216 5847 4742 3667 2877 1268 6123
"786" "FBgn0004379" 3718 2897 2006 1675 1347 702 2520
"787" "FBgn0004380" 8679 3507 2065 1618 1383 1300 2754
"788" "FBgn0004381" 5393 3102 2041 1217 743 534 1081
"789" "FBgn0004387" 6859 4180 3244 2639 1693 1271 3794
"790" "FBgn0004389" 0 1 0 0 0 0 0
"791" "FBgn0004390" 5803 1566 659 995 932 1042 2955
"792" "FBgn0004391" 5397 3895 3330 1894 1142 790 2789
"793" "FBgn0004394" 0 0 1 0 0 0 0
"794" "FBgn0004395" 2973 1857 784 1044 711 586 1110
"795" "FBgn0004396" 2591 662 262 626 496 481 997
"796" "FBgn0004397" 13487 11403 10997 8280 3479 1984 7036
"797" "FBgn0004400" 3381 3033 2490 1730 724 615 1032
"798" "FBgn0004401" 28275 24666 19439 17882 8338 6662 18572
"799" "FBgn0004403" 75406 81434 93567 134798 237038 225165 254575
"800" "FBgn0004404" 36931 39925 48203 63613 118263 121963 133605
"801" "FBgn0004406" 4678 3452 3308 1934 1042 576 1926
"802" "FBgn0004407" 0 0 0 0 0 0 0
"803" "FBgn0004414" 0 0 0 0 0 0 0
"804" "FBgn0004419" 31460 27431 18879 14661 3499 3126 6660
"805" "FBgn0004425" 0 0 0 0 0 0 4
"806" "FBgn0004426" 0 0 0 0 0 0 0
"807" "FBgn0004427" 0 0 0 0 0 0 0
"808" "FBgn0004428" 1 0 0 1 0 0 0
"809" "FBgn0004429" 0 0 0 0 1 0 0
"810" "FBgn0004430" 0 0 0 0 0 0 0
"811" "FBgn0004431" 97 71 69 117 182 139 140
"812" "FBgn0004432" 135121 145686 135384 200156 252716 119695 109672
"813" "FBgn0004435" 1043 406 165 413 355 666 584
"814" "FBgn0004436" 24863 21732 12000 8600 4343 4201 6197
"815" "FBgn0004449" 748 356 123 432 353 374 2273
"816" "FBgn0004456" 10042 6427 3478 2387 1427 1122 5545
"817" "FBgn0004463" 10435 6664 3965 1428 1044 953 2327
"818" "FBgn0004465" 11992 11028 10720 6768 2142 1067 2166
"819" "FBgn0004507" 1454 1183 1221 1228 680 568 2167
"820" "FBgn0004509" 2045 1876 1587 1940 1014 552 1472
"821" "FBgn0004510" 11901 6116 3937 2532 2071 1966 3494
"822" "FBgn0004511" 3 0 2 5 6 7 10
"823" "FBgn0004512" 3058 2045 1381 798 575 304 609
"824" "FBgn0004513" 2 0 1 1 2 14 0
"825" "FBgn0004514" 20 12 8 10 5 25 13
"826" "FBgn0004516" 3 2 0 1 1 0 0
"827" "FBgn0004552" 74 99 44 49 33 37 37
"828" "FBgn0004554" 1 0 0 0 0 0 0
"829" "FBgn0004556" 9738 8495 3998 2268 821 659 1198
"830" "FBgn0004567" 0 0 0 0 1 0 0
"831" "FBgn0004569" 9 9 2 12 9 10 9
"832" "FBgn0004573" 1 8 1 5 2 0 1
"833" "FBgn0004574" 26742 23451 17558 14439 6667 4559 7765
"834" "FBgn0004575" 23 16 17 19 15 38 49
"835" "FBgn0004577" 5 2 7 3 3 7 5
"836" "FBgn0004580" 14 11 2 7 4 5 4
"837" "FBgn0004581" 115 100 57 102 35 38 37
"838" "FBgn0004583" 7539 3318 1655 2186 1800 1041 4081
"839" "FBgn0004584" 7270 7043 7255 7577 4450 2566 5886
"840" "FBgn0004587" 58420 52303 47678 35478 13589 7587 14845
"841" "FBgn0004588" 1 0 0 0 0 0 0
"842" "FBgn0004589" 1 0 0 1 0 0 0
"843" "FBgn0004590" 0 0 0 0 0 0 0
"844" "FBgn0004591" 0 0 0 0 0 0 0
"845" "FBgn0004592" 0 0 0 0 0 6 0
"846" "FBgn0004593" 0 0 0 0 0 0 0
"847" "FBgn0004594" 0 0 0 0 0 0 0
"848" "FBgn0004595" 31 15 11 21 18 17 64
"849" "FBgn0004597" 13439 12016 11033 7268 2689 1068 1399
"850" "FBgn0004598" 8221 6467 4735 4082 2153 1481 5268
"851" "FBgn0004606" 18708 9279 5232 6120 4138 2461 9774
"852" "FBgn0004607" 4 3 0 5 1 4 0
"853" "FBgn0004611" 855 596 463 411 252 227 715
"854" "FBgn0004618" 41 35 16 5 2 19 1
"855" "FBgn0004619" 0 1 0 0 0 0 4
"856" "FBgn0004620" 0 1 0 3 2 0 0
"857" "FBgn0004622" 0 0 0 2 0 4 14
"858" "FBgn0004623" 37 20 22 17 13 17 6
"859" "FBgn0004629" 1 0 0 0 0 0 0
"860" "FBgn0004635" 8621 3016 951 2925 3078 1954 2645
"861" "FBgn0004636" 22314 15815 4748 16126 9982 4973 9851
"862" "FBgn0004638" 13023 10900 6004 8082 4458 4732 5859
"863" "FBgn0004643" 14129 9616 6530 3352 1929 1302 3472
"864" "FBgn0004644" 198 49 26 16 7 21 13
"865" "FBgn0004646" 508 467 254 473 172 62 121
"866" "FBgn0004647" 26522 22547 20859 20558 7817 2909 7225
"867" "FBgn0004648" 4981 4640 4608 6526 4790 2077 2893
"868" "FBgn0004649" 0 2 0 3 2 6 0
"869" "FBgn0004650" 7 12 2 5 4 4 35
"870" "FBgn0004652" 2416 1241 433 861 765 525 2074
"871" "FBgn0004654" 30851 24630 23776 13453 4895 2095 5040
"872" "FBgn0004655" 5156 2738 2052 1720 1338 1013 3464
"873" "FBgn0004656" 5581 3199 1573 2835 2592 2387 4723
"874" "FBgn0004657" 15027 11723 7991 12747 8705 5641 12147
"875" "FBgn0004666" 12 9 7 11 5 0 2
"876" "FBgn0004687" 33838 33169 22817 31624 19484 12518 15939
"877" "FBgn0004698" 14922 12643 8915 6890 4005 3543 5871
"878" "FBgn0004777" 15 9 8 17 8 5 6
"879" "FBgn0004778" 0 1 2 0 0 2 0
"880" "FBgn0004779" 0 0 0 5 0 0 0
"881" "FBgn0004780" 4 4 1 4 3 0 4
"882" "FBgn0004781" 1 0 0 0 0 1 0
"883" "FBgn0004782" 0 0 1 0 0 0 1
"884" "FBgn0004783" 0 0 0 0 1 0 0
"885" "FBgn0004784" 7 3 2 3 1 6 0
"886" "FBgn0004795" 1 0 1 0 0 0 4
"887" "FBgn0004797" 6828 5945 5832 3395 813 423 1002
"888" "FBgn0004811" 9136 6370 4118 2444 1834 1444 2602
"889" "FBgn0004828" 68578 66778 43950 90853 89070 66345 55419
"890" "FBgn0004832" 2027 1990 1668 1874 882 435 909
"891" "FBgn0004837" 2452 827 252 390 465 613 869
"892" "FBgn0004838" 31197 19900 5953 28126 22427 10215 13748
"893" "FBgn0004839" 2 0 0 0 0 0 6
"894" "FBgn0004841" 4 5 1 0 1 2 0
"895" "FBgn0004842" 0 0 0 0 0 0 0
"896" "FBgn0004852" 337 226 211 185 124 117 187
"897" "FBgn0004854" 0 0 0 0 0 0 0
"898" "FBgn0004855" 8709 8452 7566 6647 3005 1515 1893
"899" "FBgn0004856" 10429 8129 6698 3557 1963 1605 3250
"900" "FBgn0004858" 978 364 103 276 316 349 366
"901" "FBgn0004859" 206 119 49 194 181 99 39
"902" "FBgn0004860" 1156 403 215 299 385 528 1076
"903" "FBgn0004861" 1201 361 183 301 268 332 1009
"904" "FBgn0004862" 3 0 0 0 1 7 0
"905" "FBgn0004863" 15 6 19 3 8 16 6
"906" "FBgn0004864" 4865 3136 2089 1689 1266 688 2089
"907" "FBgn0004865" 105 34 28 26 36 16 126
"908" "FBgn0004867" 319562 340508 379570 511851 775538 566727 488374
"909" "FBgn0004868" 33727 30348 22730 21166 7681 5362 13197
"910" "FBgn0004870" 315 263 236 159 203 247 253
"911" "FBgn0004872" 13051 12267 12793 16506 11338 4227 4905
"912" "FBgn0004875" 4471 2927 1649 2112 1613 901 3518
"913" "FBgn0004876" 3188 1510 820 929 737 714 1363
"914" "FBgn0004878" 3 1 2 0 1 7 5
"915" "FBgn0004880" 0 0 4 0 0 0 0
"916" "FBgn0004882" 40 17 16 15 21 14 49
"917" "FBgn0004885" 8 7 8 7 4 5 6
"918" "FBgn0004888" 20515 20804 19615 23265 14774 5507 8460
"919" "FBgn0004889" 10395 7096 2956 3157 2011 1917 4288
"920" "FBgn0004892" 2 5 4 4 4 6 5
"921" "FBgn0004893" 4189 1729 687 830 754 669 1385
"922" "FBgn0004895" 1 0 1 3 0 0 0
"923" "FBgn0004896" 158 82 65 44 43 65 23
"924" "FBgn0004897" 0 0 1 0 0 0 0
"925" "FBgn0004898" 0 0 0 0 0 0 0
